Elgeseter PM10µg/m³,Elgeseter PM2.5µg/m³,Elgeseter NO2µg/m³,Hour,Trafikkmengde,Year,Month,Day
8.5,5.1,20.6,18,1001,2023,6,25
6.3,4.95,11.4,15,1200,2023,7,16
4.8,3.4,1.2,1,80,2023,2,13
3.7,2.4,7.239999999999999,22,833,2022,10,7
9.94,4.359999999999999,9.8,12,799,2023,7,9
0.0,0.0,4.9,7,366,2022,12,31
8.7,4.9,19.9,17,1503,2023,5,11
7.5,1.0,15.29,23,330,2023,9,28
4.3,4.1,23.8,22,666,2022,11,11
16.8,2.9,13.77,9,1462,2022,10,10
0.4,1.0,12.7,17,1163,2023,3,19
3.3200000000000003,2.41,2.7,4,102,2023,6,24
3.5,2.8,11.48,8,326,2022,10,15
7.3,6.2,26.72,21,739,2022,10,7
0.0,0.5,2.9,2,59,2023,1,31
6.5,1.8,16.740000000000002,6,175,2022,10,16
5.3,3.9,13.1,0,267,2022,12,16
14.989999999999998,9.63,21.1,16,1930,2023,5,3
4.26,2.28,0.7,7,351,2023,8,20
2.9,3.0,10.439999999999998,17,1323,2023,2,23
15.75,5.91,14.7,11,1498,2023,7,6
7.979999999999999,3.5200000000000005,3.3,4,54,2023,7,26
46.9,7.9,73.4,8,1738,2023,2,17
10.2,9.4,19.2,1,130,2022,12,15
22.8,21.6,53.9,14,1800,2022,12,17
2.7,3.2,39.8,19,1053,2023,3,13
4.1000000000000005,1.5599999999999998,2.4,19,740,2023,7,15
0.0,0.0,33.2,14,1863,2023,2,27
4.2,2.0,1.1,3,287,2023,4,23
12.69,4.540000000000001,13.0,19,1222,2023,7,30
43.7,8.8,26.3,16,1675,2023,6,14
17.0,8.0,46.2,11,1604,2022,10,24
5.5,4.2,9.1,5,159,2023,4,12
9.9,6.6,10.1,5,196,2022,11,8
12.45,5.8100000000000005,21.7,8,1818,2023,5,10
1.2,4.5,17.3,11,1650,2023,2,16
7.500000000000002,2.88,7.9,4,77,2023,5,11
60.98,8.35,10.7,18,987,2023,7,3
0.0,1.1,14.4,3,164,2022,12,30
0.0,0.0,1.3,4,72,2023,2,27
7.980000000000001,5.279999999999999,13.6,6,190,2023,8,19
5.159999999999999,3.71,10.6,11,912,2023,4,30
5.5,6.3,14.3,21,698,2023,4,15
9.37,4.68,11.8,23,385,2023,7,26
6.860000000000001,3.25,10.1,17,1477,2023,8,10
18.1,21.2,39.91,23,349,2023,2,21
18.5,9.6,12.2,17,700,2023,6,21
14.34,6.529999999999999,19.7,15,2317,2023,8,23
0.0,0.0,3.3,22,507,2023,1,9
8.1,8.3,61.7,15,1561,2022,12,30
7.540000000000001,4.999999999999999,13.3,20,825,2023,9,1
0.0,1.8,5.9,22,567,2023,3,26
20.35,5.44,23.1,6,864,2023,8,21
7.1800000000000015,3.9099999999999993,14.0,16,1468,2023,5,19
1.8,1.6,22.8,12,1671,2023,2,28
2.9200000000000004,1.5499999999999998,2.2,8,221,2023,8,20
10.03,5.59,19.1,8,1778,2023,8,29
8.2,0.1,21.2,4,71,2023,3,29
11.13,4.39,13.4,21,952,2023,4,26
14.8,9.7,9.1,23,802,2023,6,10
17.65,4.74,25.5,7,1768,2023,8,22
9.1,4.0,34.1,13,1656,2022,12,6
5.73,2.5900000000000003,4.2,11,698,2023,4,23
17.9,7.8,27.2,8,1851,2022,10,24
8.3,5.5,14.2,21,787,2023,9,22
2.1,0.5,4.3,20,977,2022,10,19
4.4,4.5,14.6,6,206,2023,3,25
3.3,4.1,14.3,17,951,2023,6,25
4.2,2.4,4.1,3,51,2023,9,14
8.5,4.7,29.1,7,1906,2022,11,10
2.2,4.1,29.9,8,1658,2023,3,24
8.48,4.84,11.9,17,1313,2023,8,25
7.359999999999999,4.590000000000001,24.6,13,1874,2023,5,30
7.18,2.99,3.9,9,364,2023,5,29
26.790000000000003,7.409999999999999,22.7,15,2260,2023,8,24
3.4,2.8,14.5,11,912,2022,10,2
13.549999999999995,3.97,18.7,11,1716,2023,5,26
6.319999999999999,3.3300000000000005,4.8,7,1610,2023,8,9
2.9200000000000004,1.5499999999999998,2.2,5,92,2023,4,23
5.5,3.7,12.16,6,720,2022,10,14
12.6,7.8,19.14,21,770,2022,10,2
5.7,5.1,41.9,6,933,2023,3,23
46.6,10.1,31.8,19,1132,2023,4,17
5.7,4.8,48.5,13,1712,2023,2,14
26.7,10.9,31.3,11,1441,2022,11,1
9.71,3.72,5.4,8,297,2023,8,13
2.2,1.4,4.2,0,114,2022,10,26
3.8,1.6,7.460000000000001,1,68,2022,10,11
1.35,1.49,1.4,4,121,2023,8,13
43.9,42.0,41.6,19,1279,2022,12,12
9.3,6.1,15.4,14,2059,2023,3,3
0.0,0.4,6.1,1,69,2023,1,10
13.12,5.369999999999999,10.3,11,864,2023,7,8
11.79,4.05,12.4,4,89,2023,2,8
4.9,1.8,11.9,20,916,2022,11,24
6.82,3.77,12.8,0,516,2023,6,4
31.8,5.7,26.8,12,1568,2023,9,19
22.92,9.04,25.6,19,1016,2023,5,5
20.360000000000003,6.5,31.0,15,2207,2023,9,4
7.9,7.1,5.1,20,792,2023,3,11
9.6,2.9,4.0,20,749,2022,10,29
9.23,3.61,9.9,0,202,2023,8,25
11.14,4.67,17.2,11,1165,2023,5,14
2.4,1.3,27.8,7,1469,2022,12,22
4.7,3.3,3.4,3,234,2022,11,12
2.0,3.1,9.6,4,71,2023,2,3
0.9,2.7,4.7,17,700,2023,1,30
138.7,15.9,51.7,10,1524,2022,11,17
9.9,8.0,18.0,23,606,2022,12,15
0.0,0.0,1.8,5,110,2022,12,29
3.3,2.2,15.22,2,75,2023,9,28
13.9,2.7,18.5,8,1731,2022,11,24
12.8,4.1,8.5,22,527,2022,12,27
0.0,4.7,22.2,11,1703,2023,6,23
13.12,5.369999999999999,10.3,8,374,2023,8,12
28.1,24.7,30.8,22,789,2022,12,1
12.6,11.7,19.9,21,822,2022,12,22
78.9,13.0,20.2,12,1631,2023,4,18
4.090000000000001,2.46,4.3,5,135,2023,8,4
5.5600000000000005,3.11,18.3,18,1107,2023,8,25
11.7,4.0,9.4,5,171,2023,6,7
5.2,4.2,14.5,23,290,2022,10,23
67.0,4.3,11.6,13,1350,2023,3,25
8.5,5.1,25.880000000000003,4,67,2022,9,30
0.7,1.2,6.6,5,146,2023,1,20
3.25,2.16,1.3,0,191,2023,5,25
8.4,6.6,22.73,17,1387,2023,2,22
27.4,17.0,16.7,1,70,2022,11,21
8.459999999999999,3.44,10.9,14,1518,2023,5,17
10.06,6.94,14.6,20,963,2023,5,23
12.8,6.4,45.4,21,528,2023,4,8
5.6,4.2,18.51,8,1208,2023,2,24
2.7,1.7,50.2,8,1800,2023,2,27
19.3,5.7,8.3,6,812,2023,9,7
1.5,0.4,15.3,9,1475,2023,1,4
2.25,1.39,3.0,2,76,2023,8,2
0.0,0.0,13.7,11,1542,2023,1,11
10.260000000000002,4.45,7.5,9,352,2023,7,16
14.589999999999998,5.61,9.3,21,906,2023,8,3
6.0,6.5,18.3,4,143,2023,3,19
43.4,14.7,30.2,9,1735,2023,6,19
24.4,1.2,20.1,9,1552,2022,11,29
0.0,0.5,7.3,0,187,2023,4,7
31.1,20.3,49.2,15,2282,2022,12,2
75.9,9.4,34.05,16,1570,2022,10,14
14.9,6.5,18.5,21,778,2023,6,3
5.88,3.87,4.7,13,1136,2023,7,8
16.9,0.0,10.2,10,1520,2022,11,24
15.360000000000005,4.01,11.2,6,882,2023,6,2
26.2,12.9,21.1,20,970,2023,6,18
66.3,18.6,21.3,22,503,2022,10,30
6.5,7.6,26.3,19,1018,2023,2,6
7.479999999999999,3.37,4.0,7,403,2023,8,26
26.910000000000004,7.779999999999999,18.0,6,799,2023,8,7
9.08,5.4,16.5,11,1657,2023,8,31
15.0,4.8,15.3,18,1845,2022,10,22
14.420000000000002,6.01,19.5,15,2331,2023,5,11
148.4,18.1,58.2,12,1566,2022,11,17
144.4,22.3,64.7,15,2171,2022,11,18
0.7,1.1,14.0,20,727,2023,1,4
8.79,1.99,4.9,22,591,2023,6,27
3.2,1.3,7.82,0,119,2022,10,4
10.2,6.56,15.2,8,1012,2023,7,11
13.99,6.62,16.0,15,1896,2023,7,7
47.5,46.2,38.5,20,884,2022,12,11
5.159999999999999,3.71,10.6,5,152,2023,8,7
12.19,5.459999999999999,8.0,20,801,2023,7,29
10.2,4.5,9.1,23,292,2022,11,20
20.6,20.2,24.5,9,332,2022,12,11
4.69,3.2700000000000005,3.4,16,1321,2023,4,23
0.3,2.8,0.5,4,82,2023,3,3
7.33,3.2399999999999998,4.4,2,344,2023,6,3
13.210000000000004,7.07,22.1,11,1678,2023,9,1
4.5,4.7,47.9,15,2151,2023,2,2
9.3,7.7,17.7,8,1634,2023,6,27
5.9,3.2,5.2,10,748,2023,9,17
10.8,9.5,36.2,22,590,2023,1,7
19.7,13.4,26.1,19,1103,2022,10,26
5.9,4.9,1.9,4,97,2023,3,4
0.6,2.2,9.6,9,1661,2023,3,8
27.69,7.869999999999999,24.9,16,1712,2023,8,7
7.500000000000002,2.88,7.9,2,555,2023,5,7
33.1,31.5,46.3,20,739,2023,1,3
17.659999999999997,3.86,22.4,18,1226,2023,5,8
12.7,6.0,8.8,20,1004,2023,6,28
10.07,4.869999999999999,12.6,11,1708,2023,5,15
13.0,5.0,16.9,20,906,2022,11,7
4.709999999999999,2.95,5.3,21,810,2023,8,6
14.679999999999998,3.72,7.4,17,1287,2023,8,9
8.3,2.4,24.0,10,712,2023,2,25
31.4,12.7,35.6,12,1346,2022,11,19
12.6,4.3,20.2,21,723,2023,9,17
6.9300000000000015,5.16,7.2,13,1004,2023,5,29
13.88,7.08,17.0,19,953,2023,9,1
12.56,4.109999999999999,12.0,9,1654,2023,5,25
1.7,1.1,5.8,3,86,2022,12,7
7.1,1.9,1.6,3,113,2022,12,28
14.1,3.3,9.0,11,1579,2023,9,14
5.88,3.87,4.7,14,1142,2023,7,2
14.5,0.6,11.1,11,1667,2022,11,29
19.4,8.2,10.1,1,61,2023,9,25
21.8,5.9,28.9,21,785,2023,9,25
8.9,9.3,27.8,3,317,2023,3,19
4.1,1.8,28.7,16,1871,2023,3,20
21.95,13.57,43.5,11,1606,2022,11,10
36.3,32.8,64.4,20,981,2022,12,19
4.2,3.0200000000000005,2.9,6,174,2023,7,23
3.8,2.4,3.8,1,60,2023,3,28
38.7,33.5,42.5,19,1133,2022,12,2
22.56,13.88,28.8,14,2059,2023,6,28
14.68,6.860000000000001,21.5,10,637,2023,5,21
1.91,1.14,1.8,2,58,2023,7,25
9.6,10.4,23.0,2,494,2023,3,19
1.4,1.9,15.3,8,377,2023,2,11
14.86,5.8100000000000005,17.4,19,991,2023,8,18
0.0,1.2,4.0,4,41,2023,4,7
32.8,5.6,32.9,14,2192,2023,6,9
5.2700000000000005,3.64,3.6,23,298,2023,7,17
6.4,4.4,12.6,6,836,2022,11,4
1.2,0.0,8.3,1,82,2022,11,29
9.1,7.5,12.36,21,786,2022,10,13
20.3,12.1,7.3,16,1234,2023,6,17
14.6,12.0,34.1,18,1189,2022,10,28
0.0,0.0,1.0,1,130,2023,2,10
65.3,9.6,28.410000000000004,21,768,2022,10,14
45.1,4.3,12.9,13,1929,2022,11,4
12.56,4.109999999999999,12.0,16,1104,2023,5,20
2.74,2.46,4.6,12,936,2023,5,29
9.39,6.33,27.0,6,932,2023,5,23
15.7,15.4,33.1,20,877,2023,1,18
1.5,1.0,8.569999999999999,1,73,2022,10,12
10.3,4.2,6.3,16,1633,2023,1,6
24.74,6.459999999999999,27.4,9,1593,2023,5,12
3.8,4.8,11.2,17,1362,2023,3,14
11.21,3.86,6.8,9,1041,2023,5,17
15.6,5.4,26.3,21,813,2022,12,5
3.4,2.6,1.2,0,148,2022,10,20
51.3,4.8,3.3,17,1454,2023,4,13
0.0,0.9,3.5,4,74,2023,1,19
8.7,4.9,19.9,19,1051,2023,8,12
14.25,7.100000000000001,19.3,11,801,2023,7,30
1.1,2.7,31.0,16,1972,2023,3,8
1.6,0.0,4.3,13,804,2022,12,26
42.0,3.7,37.8,14,1896,2022,10,18
11.13,4.39,13.4,21,910,2023,5,31
1.3,2.7,17.9,22,679,2023,1,25
7.9,2.3,7.4,5,161,2023,9,7
9.3,5.0,15.2,20,702,2023,2,25
0.0,0.9,20.7,12,1658,2023,3,8
6.5,3.6,3.5,0,116,2022,11,22
13.4,12.3,15.2,19,944,2023,2,5
1.1,0.5,6.4,22,748,2023,4,14
9.71,3.72,5.4,2,100,2023,8,22
11.0,6.44,14.3,12,1740,2023,5,24
11.35,5.42,18.8,13,1798,2023,4,27
12.3,3.5,17.8,0,546,2022,10,23
0.0,0.0,1.8,4,73,2023,1,6
19.8,6.8,9.0,18,1039,2023,6,10
0.0,0.0,7.2,8,1695,2023,1,12
3.6,1.8,5.1,6,148,2023,4,2
11.1,5.9,12.1,21,730,2022,10,22
3.61,3.6,3.2,1,110,2023,7,14
14.679999999999998,3.72,7.4,5,119,2023,7,26
6.319999999999999,3.3300000000000005,4.8,1,109,2023,5,15
6.860000000000001,3.25,10.1,15,1719,2023,7,14
20.6,10.3,38.6,19,1053,2023,6,18
40.4,22.4,38.6,11,1222,2022,11,19
3.8,3.0,2.3,0,149,2022,12,26
3.8,5.1,13.6,4,71,2023,1,17
2.1,3.6,4.0,21,685,2023,1,14
17.8,5.1,13.3,22,370,2023,9,6
11.1,5.4,17.93,16,1803,2022,10,11
2.7,5.7,17.3,21,740,2023,2,17
14.38,3.71,11.6,11,1064,2023,7,1
0.0,1.8,14.2,23,244,2023,3,5
5.8100000000000005,4.5200000000000005,6.0,9,471,2023,6,4
7.5,5.5,11.3,6,206,2022,11,20
36.6,12.3,38.8,8,1930,2023,6,13
114.6,8.7,57.2,8,1720,2023,3,31
19.3,4.9,17.630000000000003,10,1522,2023,9,28
0.0,1.7,5.1,0,511,2023,1,29
13.199999999999998,5.65,14.2,20,920,2023,8,2
5.2,4.2,29.9,15,2296,2023,3,20
6.4,4.4,6.1,13,1421,2022,12,18
14.3,4.2,5.7,20,912,2022,11,1
12.21,4.15,14.9,10,969,2023,5,6
0.0,2.3,3.4,3,159,2023,4,9
6.6,3.3,10.9,9,404,2022,10,23
8.4,2.3,13.670000000000003,10,941,2022,10,12
3.88,3.53,5.5,0,145,2023,5,9
4.4,0.2,1.3,2,66,2022,11,23
5.6,5.5,34.6,8,1741,2023,1,16
42.6,10.0,29.3,18,1382,2022,10,20
13.5,6.7,16.2,18,1207,2023,6,21
15.1,5.29,9.0,9,1013,2023,7,20
10.3,5.48,8.7,0,596,2023,5,7
17.7,10.6,52.2,15,2261,2023,1,23
0.3,1.9,5.3,0,148,2023,3,22
4.3,7.2,11.2,23,355,2023,3,23
8.7,2.9,5.5,18,1313,2023,4,12
11.1,2.4,15.4,22,944,2022,10,15
20.18,4.92,20.9,13,1706,2023,1,19
5.18,2.91,2.3,0,121,2023,4,25
9.4,8.7,1.8,2,57,2023,4,12
53.5,4.5,18.6,18,1167,2023,3,28
11.8,2.6,16.2,17,1383,2023,6,23
9.94,4.73,7.3,0,537,2023,8,27
3.5,4.2,12.7,21,1000,2023,1,26
11.2,9.6,5.4,4,183,2023,6,18
10.9,9.3,18.6,21,1050,2022,12,15
2.7,1.9,4.1,3,337,2022,11,6
10.1,5.3,21.9,15,2234,2023,1,30
2.3,2.6,6.1,2,64,2023,3,13
3.5,3.0,3.3,6,215,2023,2,18
33.3,15.1,30.9,16,1504,2022,11,13
9.37,4.68,11.8,6,765,2023,8,25
3.1,1.7,5.7,14,911,2022,12,25
28.44,7.85,17.1,16,1429,2023,8,18
6.13,4.380000000000001,6.3,15,1296,2023,8,13
22.7,5.1,8.6,2,66,2023,3,30
10.52,6.01,9.5,2,46,2023,5,9
0.7,1.0,8.4,3,79,2022,12,14
4.7,0.6,5.8,2,50,2023,3,28
10.1,2.2,18.7,7,405,2023,1,7
5.06,3.01,8.4,0,182,2023,7,27
5.2,5.6,6.0,4,83,2023,2,11
5.2700000000000005,3.64,3.6,23,589,2023,4,29
65.8,31.7,41.2,20,797,2022,11,18
10.07,4.869999999999999,12.6,16,1738,2023,5,8
4.0,5.6,15.5,22,658,2023,2,16
3.9,3.4,5.2,7,361,2022,11,6
6.4,1.3,12.529999999999998,18,1166,2022,9,30
2.8,1.8,6.7,4,68,2023,4,18
28.44,7.85,17.1,9,1574,2023,8,24
2.1,3.2,10.6,20,961,2023,1,26
37.1,9.1,20.3,21,1050,2023,4,20
9.39,6.33,27.0,13,1877,2023,5,31
8.4,7.8,11.7,1,182,2022,12,22
0.0,2.2,4.9,2,112,2023,2,17
13.549999999999995,3.97,18.7,21,832,2023,8,15
15.75,5.91,14.7,13,1517,2023,7,14
13.726756302521007,6.1375126050420175,16.583335387649452,10,1553,2023,9,27
18.47,6.65,17.5,10,1656,2023,5,30
7.7,2.4,4.9,6,877,2022,11,23
3.4,1.3,12.0,18,1310,2022,10,19
17.1,15.4,39.9,12,1682,2022,12,13
26.110000000000003,7.18,20.3,16,1757,2023,5,5
40.8,7.7,17.5,22,598,2023,4,17
6.719999999999999,4.26,7.6,3,60,2023,4,26
10.4,5.2,3.3,20,675,2022,12,27
32.8,6.3,4.9,16,1945,2023,4,13
2.5,1.6,11.1,15,1329,2022,10,23
3.8,2.3,3.8,14,1200,2023,4,1
14.679999999999998,3.72,7.4,23,324,2023,5,21
0.3,1.6,9.0,4,74,2023,1,2
4.7,5.7,42.5,6,878,2023,1,18
5.73,2.5900000000000003,4.2,2,106,2023,7,10
6.6,5.4,19.3,9,1579,2023,3,1
80.2,18.9,50.0,20,916,2022,11,16
13.549999999999995,3.97,18.7,6,616,2023,5,4
20.8,3.7,5.6,15,2334,2023,3,30
4.7,4.2,7.7,1,399,2023,1,21
2.7,2.2,12.8,1,189,2022,12,8
1.3,0.0,6.8,0,131,2022,11,29
13.726756302521007,6.1375126050420175,16.583335387649452,11,1618,2023,4,11
4.8,6.4,12.9,2,53,2023,1,17
1.9,2.9,52.1,7,1806,2023,2,15
3.61,3.6,3.2,1,95,2023,8,21
13.6,4.4,9.7,18,1080,2023,9,23
12.760000000000002,5.220000000000001,15.4,8,1397,2023,7,3
2.5,0.5,10.1,23,595,2023,9,16
43.4,5.3,10.0,9,1589,2023,3,2
8.4,2.0,34.2,11,1703,2022,12,5
0.0,2.0,1.6,1,221,2022,12,31
10.8,12.0,26.2,23,225,2023,1,16
9.8,3.8,9.2,14,1908,2023,1,5
12.91,8.1,27.1,14,2046,2023,5,4
3.3,2.7,14.8,4,87,2022,12,1
38.4,10.8,44.7,13,2045,2023,6,9
0.0,1.4,28.0,14,1028,2023,3,7
14.4,9.1,32.4,17,1370,2023,1,20
4.090000000000001,2.46,4.3,3,68,2023,8,15
3.9,2.5,3.2,2,52,2023,9,14
12.6,7.2,37.7,15,2347,2023,2,28
2.7,3.4,24.3,22,544,2022,12,29
2.2,1.5,10.0,2,462,2022,12,27
5.8,0.0,9.8,13,1743,2022,11,28
4.3,3.7,8.6,6,939,2023,2,28
12.1,12.8,46.9,19,883,2023,3,12
17.659999999999997,3.86,22.4,18,1377,2023,8,24
17.5,11.9,26.9,21,901,2022,10,27
1.5,1.3,9.7,16,1296,2023,3,19
29.7,14.4,20.5,20,857,2023,9,9
10.8,10.1,56.4,12,1346,2023,1,2
15.02,5.99,9.1,20,816,2023,5,19
0.6,2.8,6.6,1,97,2023,1,9
6.6,2.1,7.6,22,639,2023,6,6
0.7,0.0,8.4,18,1238,2023,9,13
10.2,4.52,5.0,1,103,2023,9,1
7.0,2.4,2.0,0,144,2023,3,2
11.2,8.7,10.2,3,75,2022,10,31
24.4,3.6,8.6,12,1695,2022,11,3
5.5,2.6,26.3,9,1432,2023,9,13
5.9,4.0,2.5,3,71,2023,1,26
1.4,0.0,11.4,21,784,2022,10,18
0.0,0.0,1.6,2,75,2023,3,15
11.6,4.2,14.5,5,181,2023,4,20
0.0,0.0,18.3,0,138,2023,1,9
42.6,42.7,70.6,18,1464,2023,2,4
11.5,2.8,6.1,10,1480,2023,1,5
1.2,0.2,11.6,14,1560,2023,3,4
3.7,4.6,5.9,5,101,2023,6,10
7.92,5.22,8.9,5,140,2023,8,8
6.7,3.24,9.2,8,831,2023,7,20
4.8,5.2,3.7,8,384,2023,1,28
17.1,12.3,34.5,8,1674,2022,12,2
15.02,5.99,9.1,2,456,2023,7,2
42.8,12.9,22.3,20,935,2023,3,25
8.440000000000001,5.55,7.7,21,656,2023,7,25
38.6,3.6,13.1,15,2346,2023,3,28
7.780000000000001,3.770000000000001,15.6,16,1003,2023,8,28
20.5,17.0,56.3,18,1306,2023,2,14
15.75,5.91,14.7,7,1604,2023,8,8
22.6,3.2,1.9,22,815,2022,11,25
15.4,8.9,13.8,22,589,2022,10,17
15.360000000000005,4.01,11.2,21,749,2023,5,20
35.7,8.2,39.7,12,1692,2023,6,7
10.06,6.94,14.6,21,862,2023,5,13
3.9,6.1,3.0,3,228,2023,6,10
71.1,42.5,51.9,18,1233,2022,11,19
6.2,2.8,2.0,2,172,2022,12,28
11.8,8.2,28.8,22,607,2022,10,24
70.0,9.3,25.7,15,2307,2023,4,21
2.8,4.6,5.6,13,1120,2023,2,5
17.0,7.5,49.8,12,1275,2023,1,7
11.5,4.17,12.5,1,105,2023,3,23
2.4,0.0,9.84,3,79,2023,9,29
1.6,1.8,23.3,6,943,2023,3,15
13.726756302521007,6.1375126050420175,16.583335387649452,10,1394,2023,7,5
9.0,3.3,8.36,23,574,2023,9,29
1.0,0.0,3.6,3,91,2023,6,9
20.3,12.2,33.9,0,596,2022,11,27
14.7,7.4,18.9,17,858,2023,8,21
2.9,5.9,1.2,2,88,2023,6,30
10.6,2.7,4.2,1,409,2022,11,5
7.130000000000001,2.94,5.7,3,315,2023,5,14
7.6,7.2,9.3,19,966,2023,6,27
12.69,4.540000000000001,13.0,22,539,2023,7,6
1.5,1.0,9.8,13,1722,2023,2,16
4.8100000000000005,2.12,2.6,2,62,2023,7,5
99.1,28.8,51.6,19,1072,2022,11,16
4.1000000000000005,1.5599999999999998,2.4,23,439,2023,5,16
127.1,30.4,65.3,17,1429,2022,11,18
9.25,5.779999999999999,23.5,12,1858,2023,8,22
4.9,1.2,2.8,16,718,2023,4,6
10.65,3.69,11.3,16,1142,2023,8,27
17.0,1.0,16.6,14,1542,2022,10,29
6.720000000000001,5.23,10.2,23,246,2023,8,27
30.5,26.3,32.6,19,1205,2022,12,3
13.5,2.0,17.1,14,1909,2022,11,28
0.0,0.0,9.8,2,464,2023,1,15
5.2,3.1,3.2,2,95,2023,9,15
1.0,2.3,20.5,15,2230,2023,1,9
6.860000000000001,3.25,10.1,2,360,2023,8,19
26.6,17.4,36.4,21,666,2022,11,26
27.2,2.3,9.1,13,1894,2023,4,14
6.720000000000001,5.23,10.2,5,157,2023,9,5
54.8,39.4,33.6,22,789,2022,11,19
1.9,2.9,7.2,10,500,2023,1,8
11.8,5.6,16.59,16,1079,2022,10,2
2.25,1.39,3.0,2,92,2023,7,14
15.9,10.8,11.7,2,500,2023,6,18
8.8,6.2,28.5,2,606,2022,11,27
4.2,3.0200000000000005,2.9,2,435,2023,5,28
14.25,7.100000000000001,19.3,16,1694,2023,8,8
10.3,5.48,8.7,0,536,2023,4,29
12.5,8.5,9.6,23,614,2023,6,17
5.1,1.2,17.3,15,1033,2023,4,2
80.6,17.1,72.6,12,1721,2023,2,17
9.9,10.9,24.0,14,2021,2023,3,23
0.0,1.1,2.0,2,121,2023,1,27
7.479999999999999,3.37,4.0,1,94,2023,5,30
9.6,5.1,3.6,23,220,2022,11,21
10.07,4.869999999999999,12.6,19,1018,2023,5,8
10.04,5.220000000000001,19.2,9,1601,2023,5,22
5.2,3.2,19.8,17,1116,2023,2,25
20.6,3.8,15.899999999999997,18,1131,2022,10,10
6.1,2.9,29.9,10,1482,2022,12,6
3.8,2.7,7.0200000000000005,21,851,2022,10,4
10.93,3.3,6.7,19,855,2023,5,17
18.7,6.8,18.4,10,1634,2023,6,22
10.4,12.3,28.8,12,1101,2023,3,23
10.9,4.1,12.23,21,804,2023,9,29
5.5,6.5,40.8,20,870,2023,3,13
6.720000000000001,5.23,10.2,22,611,2023,5,15
10.8,7.6,19.7,22,702,2023,9,21
5.18,2.91,2.3,1,174,2023,8,16
12.56,4.109999999999999,12.0,5,153,2023,9,4
14.34,6.529999999999999,19.7,15,2259,2023,5,22
2.6,3.6,3.9,0,528,2023,2,12
6.7,3.24,9.2,17,1192,2023,7,28
1.4,3.5,12.2,0,116,2023,3,6
4.4,6.0,11.9,1,50,2023,1,17
3.5,4.8,7.7,12,764,2023,4,7
14.450000000000005,5.79,13.1,20,927,2023,5,22
5.5,5.2,5.8,1,428,2023,3,11
13.726756302521007,6.1375126050420175,16.583335387649452,0,135,2023,2,21
21.9,0.0,18.4,11,1629,2022,10,20
1.0,3.7,3.9,7,337,2023,1,1
6.3,4.95,11.4,2,70,2023,7,7
3.6,3.0,17.8,12,1196,2023,2,18
0.0,0.0,1.3,2,80,2023,2,27
0.0,2.3,15.2,5,161,2023,3,6
5.0600000000000005,2.29,3.1,2,395,2023,7,23
3.88,3.53,5.5,2,66,2023,5,4
1.66,1.72,1.0,2,106,2023,5,26
5.8,1.5,15.71,13,1668,2023,2,24
4.98,4.369999999999999,6.5,22,600,2023,7,22
7.1800000000000015,3.9099999999999993,14.0,14,1964,2023,4,25
15.85,5.49,13.7,0,435,2023,7,2
3.0,5.4,12.6,6,765,2023,2,22
6.5,9.6,13.3,2,343,2023,2,4
4.9,1.9,24.5,8,1945,2023,6,8
2.0,0.7,10.6,7,1863,2022,10,19
2.8,1.7,1.9,2,58,2023,9,20
0.0,2.9,1.4,23,298,2023,4,5
2.8,2.2,21.0,7,1814,2023,3,10
2.25,1.39,3.0,11,742,2023,5,28
5.8,9.7,5.9,3,72,2023,6,21
2.8300000000000005,2.73,3.8,21,758,2023,4,22
34.8,29.8,54.5,14,1935,2022,12,12
0.6,1.4,3.0,7,347,2023,2,26
9.08,5.4,16.5,14,1797,2023,7,6
4.8,1.6,37.0,8,1766,2023,3,15
2.8,3.4,12.7,5,82,2023,3,25
6.9,5.8,26.4,13,1708,2023,2,2
0.0,0.4,33.6,6,834,2023,1,2
10.2,5.7,43.8,7,1741,2023,9,25
1.8,1.7,2.2,1,76,2023,6,6
11.0,4.4,12.1,13,1752,2023,3,27
19.55,6.380000000000001,22.0,13,1868,2023,5,11
8.0,4.2,12.2,5,143,2023,9,12
14.25,7.100000000000001,19.3,21,1010,2023,5,11
15.3,14.0,75.3,16,1257,2022,12,30
11.5,4.17,12.5,12,1470,2023,7,14
3.3200000000000003,2.41,2.7,4,65,2023,8,3
7.1800000000000015,3.9099999999999993,14.0,22,607,2023,7,9
14.8,6.0,7.1,15,2201,2023,3,2
0.0,0.9,2.8,3,199,2023,2,18
11.21,3.86,6.8,22,616,2023,8,1
20.5,18.7,41.6,20,957,2022,12,21
8.9,6.3,10.1,2,301,2023,9,23
19.1,11.1,21.1,2,384,2022,11,19
0.0,0.0,1.5,1,74,2022,11,28
60.98,8.35,10.7,21,867,2023,5,12
3.25,2.16,1.3,5,64,2023,7,29
16.06,6.87,25.2,13,1647,2023,7,4
5.6,3.1,9.1,10,910,2023,9,10
10.65,3.69,11.3,17,881,2023,7,9
7.889999999999999,4.08,10.8,19,1146,2023,6,1
4.69,3.2700000000000005,3.4,7,328,2023,6,25
29.48,7.1,29.2,14,1939,2023,4,26
11.0,1.9,18.6,21,927,2023,9,14
1.3,0.3,24.3,6,819,2022,12,2
21.4,13.7,32.9,12,1003,2023,1,22
24.4,8.05,21.3,11,1518,2023,7,5
11.5,5.3,9.4,19,650,2022,12,27
21.7,13.1,37.5,15,2294,2022,12,1
